id	country	sampling date d/m/Y
EPI_ISL_419984	Australia	23/03/2020
EPI_ISL_419985	Australia	23/03/2020
EPI_ISL_419986	Australia	23/03/2020
EPI_ISL_419987	Australia	23/03/2020
EPI_ISL_419988	Australia	23/03/2020
EPI_ISL_419989	Australia	23/03/2020
EPI_ISL_419990	Australia	23/03/2020
EPI_ISL_419991	Australia	23/03/2020
EPI_ISL_419992	Australia	23/03/2020
EPI_ISL_419993	Australia	23/03/2020
EPI_ISL_419994	Australia	23/03/2020
EPI_ISL_419995	Australia	23/03/2020
EPI_ISL_419996	Australia	23/03/2020
EPI_ISL_419997	Australia	23/03/2020
EPI_ISL_419998	Australia	23/03/2020
EPI_ISL_419999	Australia	23/03/2020
EPI_ISL_420000	Australia	23/03/2020
EPI_ISL_420001	Australia	23/03/2020
EPI_ISL_420002	Australia	23/03/2020
EPI_ISL_420003	Australia	23/03/2020
EPI_ISL_420005	Australia	24/03/2020
EPI_ISL_420006	Australia	24/03/2020
EPI_ISL_420007	Australia	24/03/2020
EPI_ISL_420008	Australia	24/03/2020
EPI_ISL_420009	Australia	24/03/2020
EPI_ISL_420010	Australia	24/03/2020
EPI_ISL_420011	Australia	24/03/2020
EPI_ISL_420012	Australia	24/03/2020
EPI_ISL_420013	Australia	24/03/2020
EPI_ISL_420014	Australia	24/03/2020
EPI_ISL_420015	Australia	24/03/2020
EPI_ISL_420016	Australia	24/03/2020
EPI_ISL_420017	Australia	24/03/2020
EPI_ISL_420018	USA	16/03/2020
EPI_ISL_420019	USA	19/03/2020
EPI_ISL_420020	USA	20/03/2020
EPI_ISL_420021	USA	22/03/2020
EPI_ISL_420022	USA	22/03/2020
EPI_ISL_420023	USA	25/03/2020
EPI_ISL_420024	USA	27/03/2020
EPI_ISL_420025	USA	27/03/2020
EPI_ISL_420026	USA	27/03/2020
EPI_ISL_420027	USA	28/03/2020
EPI_ISL_420028	USA	11/03/2020
EPI_ISL_420029	USA	11/03/2020
EPI_ISL_420030	Democratic Republic of the Congo	21/03/2020
EPI_ISL_420031	Democratic Republic of the Congo	21/03/2020
EPI_ISL_420032	Democratic Republic of the Congo	22/03/2020
EPI_ISL_420033	Democratic Republic of the Congo	22/03/2020
EPI_ISL_420034	Democratic Republic of the Congo	22/03/2020
EPI_ISL_420035	Democratic Republic of the Congo	22/03/2020
EPI_ISL_420036	Australia	21/03/2020
EPI_ISL_420037	Algeria	02/03/2020
EPI_ISL_420038	France	17/03/2020
EPI_ISL_420039	France	12/03/2020
EPI_ISL_420040	France	12/03/2020
EPI_ISL_420041	France	17/03/2020
EPI_ISL_420042	France	17/03/2020
EPI_ISL_420043	France	18/03/2020
EPI_ISL_420044	France	18/03/2020
EPI_ISL_420045	France	17/03/2020
EPI_ISL_420046	France	17/03/2020
EPI_ISL_420047	France	17/03/2020
EPI_ISL_420048	France	18/03/2020
EPI_ISL_420049	France	19/03/2020
EPI_ISL_420050	France	19/03/2020
EPI_ISL_420051	France	19/03/2020
EPI_ISL_420052	France	20/03/2020
EPI_ISL_420053	France	19/03/2020
EPI_ISL_420054	France	20/03/2020
EPI_ISL_420055	France	17/03/2020
EPI_ISL_420056	France	22/03/2020
EPI_ISL_420057	France	22/03/2020
EPI_ISL_420058	France	20/03/2020
EPI_ISL_420059	France	21/03/2020
EPI_ISL_420060	France	20/03/2020
EPI_ISL_420061	France	23/03/2020
EPI_ISL_420062	France	22/03/2020
EPI_ISL_420063	France	22/03/2020
EPI_ISL_420064	France	23/03/2020
EPI_ISL_420065	Estonia	01/03/2020
EPI_ISL_420066	Estonia	01/03/2020
EPI_ISL_420067	Estonia	01/03/2020
EPI_ISL_420069	Senegal	17/03/2020
EPI_ISL_420070	Senegal	17/03/2020
EPI_ISL_420071	Senegal	17/03/2020
EPI_ISL_420072	Senegal	18/03/2020
EPI_ISL_420073	Senegal	19/03/2020
EPI_ISL_420074	Senegal	20/03/2020
EPI_ISL_420076	Senegal	20/03/2020
EPI_ISL_420077	Senegal	20/03/2020
EPI_ISL_420078	Senegal	20/03/2020
EPI_ISL_420079	Senegal	20/03/2020
EPI_ISL_420080	Russia	18/03/2020
EPI_ISL_420081	Russia	18/03/2020
EPI_ISL_420082	Taiwan	19/03/2020
EPI_ISL_420083	Taiwan	18/03/2020
EPI_ISL_420084	Taiwan	21/03/2020
EPI_ISL_420085	Taiwan	20/03/2020
EPI_ISL_420086	USA	19/03/2020
EPI_ISL_420087	USA	19/03/2020
EPI_ISL_420088	USA	19/03/2020
EPI_ISL_420089	USA	19/03/2020
EPI_ISL_420090	USA	18/03/2020
EPI_ISL_420091	USA	18/03/2020
EPI_ISL_420092	USA	18/03/2020
EPI_ISL_420093	USA	19/03/2020
EPI_ISL_420094	USA	19/03/2020
EPI_ISL_420095	USA	19/03/2020
EPI_ISL_420096	USA	18/03/2020
EPI_ISL_420097	USA	18/03/2020
EPI_ISL_420098	USA	19/03/2020
EPI_ISL_420099	Singapore	02/03/2020
EPI_ISL_420100	Singapore	02/03/2020
EPI_ISL_420101	Singapore	04/03/2020
EPI_ISL_420102	Singapore	05/03/2020
EPI_ISL_420103	Singapore	05/03/2020
EPI_ISL_420104	Singapore	05/03/2020
EPI_ISL_420105	Singapore	06/03/2020
EPI_ISL_420106	Singapore	06/03/2020
EPI_ISL_420107	Singapore	09/03/2020
EPI_ISL_420108	Singapore	10/03/2020
EPI_ISL_420109	Singapore	11/03/2020
EPI_ISL_420110	Singapore	11/03/2020
EPI_ISL_420111	Singapore	12/03/2020
EPI_ISL_420112	Spain	09/03/2020
EPI_ISL_420113	Spain	09/03/2020
EPI_ISL_420114	Spain	09/03/2020
EPI_ISL_420115	Spain	09/03/2020
EPI_ISL_420116	Spain	09/03/2020
EPI_ISL_420117	Spain	09/03/2020
EPI_ISL_420118	Spain	09/03/2020
EPI_ISL_420119	Spain	09/03/2020
EPI_ISL_420120	Spain	09/03/2020
EPI_ISL_420121	Spain	09/03/2020
EPI_ISL_420122	Spain	09/03/2020
EPI_ISL_420123	Spain	09/03/2020
EPI_ISL_420124	Spain	09/03/2020
EPI_ISL_420125	Spain	11/03/2020
EPI_ISL_420126	Spain	12/03/2020
EPI_ISL_420127	Spain	12/03/2020
EPI_ISL_420128	Spain	12/03/2020
EPI_ISL_420129	Spain	13/03/2020
EPI_ISL_420130	Spain	18/03/2020
EPI_ISL_420131	Spain	18/03/2020
EPI_ISL_420132	Spain	18/03/2020
EPI_ISL_420134	Norway	28/02/2020
EPI_ISL_420135	Norway	28/02/2020
EPI_ISL_420136	Norway	04/03/2020
EPI_ISL_420137	Norway	08/03/2020
EPI_ISL_420138	Norway	05/03/2020
EPI_ISL_420139	Norway	05/03/2020
EPI_ISL_420140	Georgia	28/03/2020
EPI_ISL_420141	Norway	10/03/2020
EPI_ISL_420142	Georgia	30/03/2020
EPI_ISL_420143	Norway	10/03/2020
EPI_ISL_420144	Georgia	01/04/2020
EPI_ISL_420145	Norway	09/03/2020
EPI_ISL_420146	Norway	11/03/2020
EPI_ISL_420147	Norway	10/03/2020
EPI_ISL_420148	Norway	14/03/2020
EPI_ISL_420150	Norway	09/03/2020
EPI_ISL_420151	Norway	17/03/2020
EPI_ISL_420152	Norway	17/03/2020
EPI_ISL_420153	Norway	16/03/2020
EPI_ISL_420154	United Kingdom	30/03/2020
EPI_ISL_420155	United Kingdom	27/03/2020
EPI_ISL_420156	United Kingdom	27/03/2020
EPI_ISL_420157	United Kingdom	28/03/2020
EPI_ISL_420158	United Kingdom	28/03/2020
EPI_ISL_420159	United Kingdom	29/03/2020
EPI_ISL_420160	United Kingdom	27/03/2020
EPI_ISL_420161	United Kingdom	23/03/2020
EPI_ISL_420162	United Kingdom	26/03/2020
EPI_ISL_420163	United Kingdom	25/03/2020
EPI_ISL_420164	United Kingdom	25/03/2020
EPI_ISL_420165	United Kingdom	25/03/2020
EPI_ISL_420166	United Kingdom	25/03/2020
EPI_ISL_420167	United Kingdom	25/03/2020
EPI_ISL_420168	United Kingdom	25/03/2020
EPI_ISL_420169	United Kingdom	25/03/2020
EPI_ISL_420170	United Kingdom	24/03/2020
EPI_ISL_420171	United Kingdom	24/03/2020
EPI_ISL_420172	United Kingdom	24/03/2020
EPI_ISL_420173	United Kingdom	24/03/2020
EPI_ISL_420174	United Kingdom	21/03/2020
EPI_ISL_420175	United Kingdom	21/03/2020
EPI_ISL_420176	United Kingdom	20/03/2020
EPI_ISL_420177	United Kingdom	15/03/2020
EPI_ISL_420178	United Kingdom	27/03/2020
EPI_ISL_420179	United Kingdom	27/03/2020
EPI_ISL_420180	United Kingdom	27/03/2020
EPI_ISL_420181	United Kingdom	27/03/2020
EPI_ISL_420182	United Kingdom	27/03/2020
EPI_ISL_420183	United Kingdom	27/03/2020
EPI_ISL_420184	United Kingdom	27/03/2020
EPI_ISL_420185	United Kingdom	27/03/2020
EPI_ISL_420186	United Kingdom	27/03/2020
EPI_ISL_420187	United Kingdom	27/03/2020
EPI_ISL_420188	United Kingdom	27/03/2020
EPI_ISL_420189	United Kingdom	27/03/2020
EPI_ISL_420190	United Kingdom	27/03/2020
EPI_ISL_420191	United Kingdom	27/03/2020
EPI_ISL_420192	United Kingdom	27/03/2020
EPI_ISL_420193	United Kingdom	28/03/2020
EPI_ISL_420194	United Kingdom	28/03/2020
EPI_ISL_420195	United Kingdom	28/03/2020
EPI_ISL_420196	United Kingdom	28/03/2020
EPI_ISL_420197	United Kingdom	28/03/2020
EPI_ISL_420198	United Kingdom	28/03/2020
EPI_ISL_420199	United Kingdom	28/03/2020
EPI_ISL_420200	United Kingdom	29/03/2020
EPI_ISL_420201	United Kingdom	29/03/2020
EPI_ISL_420202	United Kingdom	29/03/2020
EPI_ISL_420203	United Kingdom	29/03/2020
EPI_ISL_420204	United Kingdom	29/03/2020
EPI_ISL_420205	United Kingdom	29/03/2020
EPI_ISL_420206	United Kingdom	27/03/2020
EPI_ISL_420207	United Kingdom	29/03/2020
EPI_ISL_420208	United Kingdom	28/03/2020
EPI_ISL_420209	United Kingdom	29/03/2020
EPI_ISL_420210	United Kingdom	27/03/2020
EPI_ISL_420211	United Kingdom	28/03/2020
EPI_ISL_420212	United Kingdom	28/03/2020
EPI_ISL_420213	United Kingdom	29/03/2020
EPI_ISL_420214	United Kingdom	29/03/2020
EPI_ISL_420215	United Kingdom	27/03/2020
EPI_ISL_420216	United Kingdom	29/03/2020
EPI_ISL_420217	United Kingdom	27/03/2020
EPI_ISL_420218	United Kingdom	27/03/2020
EPI_ISL_420219	United Kingdom	28/03/2020
EPI_ISL_420220	United Kingdom	28/03/2020
EPI_ISL_420221	United Kingdom	29/03/2020
EPI_ISL_420222	United Kingdom	29/03/2020
EPI_ISL_420223	United Kingdom	26/03/2020
EPI_ISL_420224	United Kingdom	26/03/2020
EPI_ISL_420225	United Kingdom	25/03/2020
EPI_ISL_420226	United Kingdom	25/03/2020
EPI_ISL_420227	United Kingdom	25/03/2020
EPI_ISL_420228	United Kingdom	25/03/2020
EPI_ISL_420229	United Kingdom	26/03/2020
EPI_ISL_420230	United Kingdom	25/03/2020
EPI_ISL_420231	United Kingdom	25/03/2020
EPI_ISL_420232	United Kingdom	25/03/2020
EPI_ISL_420233	United Kingdom	25/03/2020
EPI_ISL_420234	United Kingdom	24/03/2020
EPI_ISL_420235	United Kingdom	23/03/2020
EPI_ISL_420236	United Kingdom	23/03/2020
EPI_ISL_420237	United Kingdom	23/03/2020
EPI_ISL_420238	United Kingdom	22/03/2020
EPI_ISL_420239	United Kingdom	23/03/2020
EPI_ISL_420240	United Kingdom	23/03/2020
EPI_ISL_420241	United Kingdom	26/03/2020
EPI_ISL_420242	United Kingdom	26/03/2020
EPI_ISL_420243	United Kingdom	25/03/2020
EPI_ISL_420244	United Kingdom	26/03/2020
EPI_ISL_420245	United Kingdom	25/03/2020
EPI_ISL_420246	United Kingdom	25/03/2020
EPI_ISL_420247	United Kingdom	25/03/2020
EPI_ISL_420248	United Kingdom	25/03/2020
EPI_ISL_420249	United Kingdom	26/03/2020
EPI_ISL_420250	United Kingdom	25/03/2020
EPI_ISL_420251	United Kingdom	25/03/2020
EPI_ISL_420252	United Kingdom	24/03/2020
EPI_ISL_420253	United Kingdom	25/03/2020
EPI_ISL_420254	United Kingdom	25/03/2020
EPI_ISL_420255	United Kingdom	25/03/2020
EPI_ISL_420257	United Kingdom	25/03/2020
EPI_ISL_420258	United Kingdom	24/03/2020
EPI_ISL_420259	United Kingdom	24/03/2020
EPI_ISL_420260	United Kingdom	24/03/2020
EPI_ISL_420261	United Kingdom	25/03/2020
EPI_ISL_420262	United Kingdom	24/03/2020
EPI_ISL_420263	United Kingdom	24/03/2020
EPI_ISL_420264	United Kingdom	23/03/2020
EPI_ISL_420265	United Kingdom	23/03/2020
EPI_ISL_420266	United Kingdom	23/03/2020
EPI_ISL_420267	United Kingdom	23/03/2020
EPI_ISL_420268	United Kingdom	23/03/2020
EPI_ISL_420269	United Kingdom	23/03/2020
EPI_ISL_420270	United Kingdom	22/03/2020
EPI_ISL_420271	United Kingdom	23/03/2020
EPI_ISL_420272	United Kingdom	23/03/2020
EPI_ISL_420273	United Kingdom	22/03/2020
EPI_ISL_420274	United Kingdom	22/03/2020
EPI_ISL_420275	United Kingdom	22/03/2020
EPI_ISL_420276	United Kingdom	21/03/2020
EPI_ISL_420277	United Kingdom	21/03/2020
EPI_ISL_420278	United Kingdom	21/03/2020
EPI_ISL_420279	United Kingdom	21/03/2020
EPI_ISL_420280	United Kingdom	21/03/2020
EPI_ISL_420281	United Kingdom	21/03/2020
EPI_ISL_420282	United Kingdom	21/03/2020
EPI_ISL_420283	United Kingdom	20/03/2020
EPI_ISL_420284	United Kingdom	20/03/2020
EPI_ISL_420285	United Kingdom	20/03/2020
EPI_ISL_420286	United Kingdom	20/03/2020
EPI_ISL_420287	United Kingdom	20/03/2020
EPI_ISL_420288	United Kingdom	18/03/2020
EPI_ISL_420289	United Kingdom	17/03/2020
EPI_ISL_420291	United Kingdom	15/03/2020
EPI_ISL_420292	United Kingdom	12/03/2020
EPI_ISL_420294	Slovenia	06/03/2020
EPI_ISL_420295	Slovenia	24/03/2020
EPI_ISL_420296	USA	18/03/2020
EPI_ISL_420297	USA	18/03/2020
EPI_ISL_420298	USA	19/03/2020
EPI_ISL_420299	USA	18/03/2020
EPI_ISL_420300	USA	18/03/2020
EPI_ISL_420301	USA	18/03/2020
EPI_ISL_420302	USA	18/03/2020
EPI_ISL_420303	USA	15/03/2020
EPI_ISL_420304	USA	15/03/2020
EPI_ISL_420305	USA	16/03/2020
EPI_ISL_420306	USA	16/03/2020
EPI_ISL_420307	USA	19/03/2020
EPI_ISL_420308	USA	19/03/2020
EPI_ISL_420309	USA	19/03/2020
EPI_ISL_420312	Norway	18/03/2020
EPI_ISL_420313	Norway	10/03/2020
EPI_ISL_420314	Belgium	04/03/2020
EPI_ISL_420315	Belgium	06/03/2020
EPI_ISL_420316	Belgium	07/03/2020
EPI_ISL_420317	Belgium	05/03/2020
EPI_ISL_420318	Belgium	07/03/2020
EPI_ISL_420319	Belgium	04/03/2020
EPI_ISL_420320	Belgium	09/03/2020
EPI_ISL_420321	Belgium	06/03/2020
EPI_ISL_420322	Belgium	05/03/2020
EPI_ISL_420323	Belgium	07/03/2020
EPI_ISL_420324	Belgium	04/03/2020
EPI_ISL_420325	Belgium	05/03/2020
EPI_ISL_420326	Belgium	06/03/2020
EPI_ISL_420327	Belgium	07/03/2020
EPI_ISL_420328	Belgium	06/03/2020
EPI_ISL_420329	Belgium	05/03/2020
EPI_ISL_420330	Belgium	05/03/2020
EPI_ISL_420331	Belgium	05/03/2020
EPI_ISL_420332	Belgium	06/03/2020
EPI_ISL_420333	Belgium	06/03/2020
EPI_ISL_420334	Belgium	05/03/2020
EPI_ISL_420335	Belgium	06/03/2020
EPI_ISL_420336	Belgium	06/03/2020
EPI_ISL_420337	Belgium	05/03/2020
EPI_ISL_420338	Belgium	09/03/2020
EPI_ISL_420339	Belgium	05/03/2020
EPI_ISL_420340	Belgium	06/03/2020
EPI_ISL_420341	Belgium	06/03/2020
EPI_ISL_420342	Belgium	06/03/2020
EPI_ISL_420343	Belgium	06/03/2020
EPI_ISL_420344	Belgium	05/03/2020
EPI_ISL_420345	Belgium	06/03/2020
EPI_ISL_420346	Belgium	09/03/2020
EPI_ISL_420347	Belgium	06/03/2020
EPI_ISL_420348	Belgium	05/03/2020
EPI_ISL_420349	Belgium	05/03/2020
EPI_ISL_420350	Belgium	06/03/2020
EPI_ISL_420351	Belgium	06/03/2020
EPI_ISL_420352	Belgium	07/03/2020
EPI_ISL_420353	Belgium	05/03/2020
EPI_ISL_420354	Belgium	05/03/2020
EPI_ISL_420355	Belgium	06/03/2020
EPI_ISL_420356	Belgium	06/03/2020
EPI_ISL_420357	Belgium	20/03/2020
EPI_ISL_420358	Belgium	18/03/2020
EPI_ISL_420359	Belgium	18/03/2020
EPI_ISL_420360	Belgium	18/03/2020
EPI_ISL_420361	Belgium	17/03/2020
EPI_ISL_420362	Belgium	18/03/2020
EPI_ISL_420363	Belgium	20/03/2020
EPI_ISL_420364	Belgium	19/03/2020
EPI_ISL_420365	Belgium	19/03/2020
EPI_ISL_420366	Belgium	19/03/2020
EPI_ISL_420367	Belgium	05/03/2020
EPI_ISL_420368	Belgium	19/03/2020
EPI_ISL_420369	Belgium	19/03/2020
EPI_ISL_420370	Belgium	19/03/2020
EPI_ISL_420371	Belgium	23/03/2020
EPI_ISL_420372	Belgium	23/03/2020
EPI_ISL_420373	Belgium	23/03/2020
EPI_ISL_420374	Belgium	24/03/2020
EPI_ISL_420375	Belgium	24/03/2020
EPI_ISL_420376	Belgium	24/03/2020
EPI_ISL_420377	Belgium	24/03/2020
EPI_ISL_420378	Belgium	24/03/2020
EPI_ISL_420379	Belgium	25/03/2020
EPI_ISL_420380	Belgium	25/03/2020
EPI_ISL_420381	Belgium	24/03/2020
EPI_ISL_420382	Belgium	24/03/2020
EPI_ISL_420383	Belgium	24/03/2020
EPI_ISL_420384	Belgium	25/03/2020
EPI_ISL_420385	Belgium	25/03/2020
EPI_ISL_420386	Belgium	23/03/2020
EPI_ISL_420387	Belgium	24/03/2020
EPI_ISL_420388	Belgium	24/03/2020
EPI_ISL_420389	Belgium	24/03/2020
EPI_ISL_420390	Belgium	24/03/2020
EPI_ISL_420391	Belgium	24/03/2020
EPI_ISL_420392	Belgium	24/03/2020
EPI_ISL_420393	Belgium	24/03/2020
EPI_ISL_420394	Belgium	25/03/2020
EPI_ISL_420395	Belgium	24/03/2020
EPI_ISL_420396	Belgium	23/03/2020
EPI_ISL_420397	Belgium	23/03/2020
EPI_ISL_420398	Belgium	23/03/2020
EPI_ISL_420399	Belgium	24/03/2020
EPI_ISL_420400	Belgium	25/03/2020
EPI_ISL_420401	Belgium	24/03/2020
EPI_ISL_420402	Belgium	25/03/2020
EPI_ISL_420403	Belgium	25/03/2020
EPI_ISL_420404	Belgium	25/03/2020
EPI_ISL_420405	Belgium	25/03/2020
EPI_ISL_420406	Belgium	24/03/2020
EPI_ISL_420407	Belgium	24/03/2020
EPI_ISL_420408	Belgium	24/03/2020
EPI_ISL_420409	Belgium	25/03/2020
EPI_ISL_420410	Belgium	25/03/2020
EPI_ISL_420411	Belgium	23/03/2020
EPI_ISL_420412	Belgium	24/03/2020
EPI_ISL_420413	Belgium	25/03/2020
EPI_ISL_420414	Belgium	25/03/2020
EPI_ISL_420415	Belgium	25/03/2020
EPI_ISL_420416	Belgium	23/03/2020
EPI_ISL_420417	Belgium	24/03/2020
EPI_ISL_420418	Belgium	24/03/2020
EPI_ISL_420419	Belgium	25/03/2020
EPI_ISL_420420	Belgium	24/03/2020
EPI_ISL_420421	Belgium	24/03/2020
EPI_ISL_420422	Belgium	25/03/2020
EPI_ISL_420423	Belgium	25/03/2020
EPI_ISL_420424	Belgium	24/03/2020
EPI_ISL_420425	Belgium	24/03/2020
EPI_ISL_420426	Belgium	24/03/2020
EPI_ISL_420427	Belgium	24/03/2020
EPI_ISL_420428	Belgium	25/03/2020
EPI_ISL_420429	Belgium	24/03/2020
EPI_ISL_420430	Belgium	24/03/2020
EPI_ISL_420431	Belgium	24/03/2020
EPI_ISL_420432	Belgium	23/03/2020
EPI_ISL_420433	Belgium	24/03/2020
EPI_ISL_420434	Belgium	24/03/2020
EPI_ISL_420435	Belgium	25/03/2020
EPI_ISL_420436	Belgium	24/03/2020
EPI_ISL_420437	Belgium	25/03/2020
EPI_ISL_420438	Belgium	25/03/2020
EPI_ISL_420439	Belgium	25/03/2020
EPI_ISL_420440	Belgium	25/03/2020
EPI_ISL_420441	Belgium	06/03/2020
EPI_ISL_420442	Belgium	04/03/2020
EPI_ISL_420443	Belgium	04/03/2020
EPI_ISL_420444	Belgium	05/03/2020
EPI_ISL_420445	Belgium	09/03/2020
EPI_ISL_420446	Belgium	06/03/2020
EPI_ISL_420447	Belgium	04/03/2020
EPI_ISL_420448	Belgium	04/03/2020
EPI_ISL_420449	Belgium	06/03/2020
EPI_ISL_420450	Belgium	07/03/2020
EPI_ISL_420451	Belgium	07/03/2020
EPI_ISL_420452	Belgium	09/03/2020
EPI_ISL_420453	Belgium	05/03/2020
EPI_ISL_420454	Belgium	04/03/2020
EPI_ISL_420455	China	04/03/2020
EPI_ISL_420456	Australia	22/02/2020
EPI_ISL_420457	United Kingdom	04/03/2020
EPI_ISL_420458	United Kingdom	11/03/2020
EPI_ISL_420459	United Kingdom	09/03/2020
EPI_ISL_420460	United Kingdom	10/03/2020
EPI_ISL_420461	United Kingdom	10/03/2020
EPI_ISL_420462	United Kingdom	12/03/2020
EPI_ISL_420463	United Kingdom	12/03/2020
EPI_ISL_420464	United Kingdom	12/03/2020
EPI_ISL_420465	United Kingdom	16/03/2020
EPI_ISL_420466	United Kingdom	18/03/2020
EPI_ISL_420467	United Kingdom	18/03/2020
EPI_ISL_420468	United Kingdom	18/03/2020
EPI_ISL_420469	United Kingdom	18/03/2020
EPI_ISL_420470	United Kingdom	18/03/2020
EPI_ISL_420471	United Kingdom	18/03/2020
EPI_ISL_420472	United Kingdom	18/03/2020
EPI_ISL_420473	United Kingdom	18/03/2020
EPI_ISL_420474	United Kingdom	18/03/2020
EPI_ISL_420475	United Kingdom	19/03/2020
EPI_ISL_420476	United Kingdom	18/03/2020
EPI_ISL_420477	United Kingdom	18/03/2020
EPI_ISL_420478	United Kingdom	19/03/2020
EPI_ISL_420479	United Kingdom	19/03/2020
EPI_ISL_420480	United Kingdom	18/03/2020
EPI_ISL_420481	United Kingdom	18/03/2020
EPI_ISL_420483	United Kingdom	18/03/2020
EPI_ISL_420484	United Kingdom	19/03/2020
EPI_ISL_420485	United Kingdom	18/03/2020
EPI_ISL_420486	United Kingdom	19/03/2020
EPI_ISL_420487	United Kingdom	20/03/2020
EPI_ISL_420488	United Kingdom	20/03/2020
EPI_ISL_420489	United Kingdom	20/03/2020
EPI_ISL_420490	United Kingdom	23/03/2020
EPI_ISL_420491	United Kingdom	20/03/2020
EPI_ISL_420492	United Kingdom	20/03/2020
EPI_ISL_420493	United Kingdom	20/03/2020
EPI_ISL_420494	United Kingdom	23/03/2020
EPI_ISL_420495	United Kingdom	19/03/2020
EPI_ISL_420496	United Kingdom	20/03/2020
EPI_ISL_420497	United Kingdom	22/03/2020
EPI_ISL_420498	United Kingdom	22/03/2020
EPI_ISL_420499	United Kingdom	21/03/2020
EPI_ISL_420500	United Kingdom	22/03/2020
EPI_ISL_420501	United Kingdom	22/03/2020
EPI_ISL_420503	United Kingdom	22/03/2020
EPI_ISL_420504	United Kingdom	22/03/2020
EPI_ISL_420505	United Kingdom	22/03/2020
EPI_ISL_420506	United Kingdom	23/03/2020
EPI_ISL_420507	United Kingdom	20/03/2020
EPI_ISL_420508	United Kingdom	23/03/2020
EPI_ISL_420509	United Kingdom	23/03/2020
EPI_ISL_420510	United Kingdom	23/03/2020
EPI_ISL_420511	United Kingdom	23/03/2020
EPI_ISL_420512	United Kingdom	23/03/2020
EPI_ISL_420513	United Kingdom	23/03/2020
EPI_ISL_420514	United Kingdom	24/03/2020
EPI_ISL_420515	United Kingdom	24/03/2020
EPI_ISL_420516	United Kingdom	23/03/2020
EPI_ISL_420517	United Kingdom	23/03/2020
EPI_ISL_420518	United Kingdom	23/03/2020
EPI_ISL_420519	United Kingdom	25/03/2020
EPI_ISL_420520	United Kingdom	24/03/2020
EPI_ISL_420521	United Kingdom	25/03/2020
EPI_ISL_420522	United Kingdom	25/03/2020
EPI_ISL_420523	United Kingdom	26/03/2020
EPI_ISL_420524	United Kingdom	26/03/2020
EPI_ISL_420525	United Kingdom	26/03/2020
EPI_ISL_420526	United Kingdom	27/03/2020
EPI_ISL_420527	United Kingdom	27/03/2020
EPI_ISL_420528	United Kingdom	27/03/2020
EPI_ISL_420529	United Kingdom	27/03/2020
EPI_ISL_420530	United Kingdom	27/03/2020
EPI_ISL_420531	Australia	14/03/2020
EPI_ISL_420532	Australia	13/03/2020
EPI_ISL_420533	Australia	14/03/2020
EPI_ISL_420534	Australia	04/03/2020
EPI_ISL_420536	Australia	15/03/2020
EPI_ISL_420537	Australia	13/03/2020
EPI_ISL_420538	Australia	14/03/2020
EPI_ISL_420539	Australia	14/03/2020
EPI_ISL_420540	Estonia	01/03/2020
EPI_ISL_420541	Slovenia	05/03/2020
EPI_ISL_420543	India	03/03/2020
EPI_ISL_420545	India	03/03/2020
EPI_ISL_420547	India	03/03/2020
EPI_ISL_420549	India	03/03/2020
EPI_ISL_420551	India	03/03/2020
EPI_ISL_420553	India	03/03/2020
EPI_ISL_420555	India	03/03/2020
EPI_ISL_420563	Italy	18/03/2020
EPI_ISL_420564	Italy	19/03/2020
EPI_ISL_420565	Italy	19/03/2020
EPI_ISL_420566	Italy	19/03/2020
EPI_ISL_420567	Italy	21/03/2020
EPI_ISL_420568	Italy	23/03/2020
EPI_ISL_420569	Italy	23/03/2020
EPI_ISL_420570	USA	17/03/2020
EPI_ISL_420571	USA	18/03/2020
EPI_ISL_420572	USA	17/03/2020
EPI_ISL_420573	USA	18/03/2020
EPI_ISL_420574	USA	18/03/2020
EPI_ISL_420575	USA	18/03/2020
EPI_ISL_420576	USA	18/03/2020
EPI_ISL_420577	USA	18/03/2020
EPI_ISL_420578	USA	18/03/2020
EPI_ISL_420579	USA	18/03/2020
EPI_ISL_420580	USA	18/03/2020
EPI_ISL_420581	USA	18/03/2020
EPI_ISL_420582	USA	18/03/2020
EPI_ISL_420583	Italy	23/03/2020
EPI_ISL_420584	USA	18/03/2020
EPI_ISL_420585	USA	18/03/2020
EPI_ISL_420586	USA	19/03/2020
EPI_ISL_420587	USA	18/03/2020
EPI_ISL_420588	USA	18/03/2020
EPI_ISL_420589	USA	18/03/2020
EPI_ISL_420590	USA	18/03/2020
EPI_ISL_420591	USA	18/03/2020
EPI_ISL_420592	Italy	23/03/2020
EPI_ISL_420598	Argentina	22/03/2020
EPI_ISL_420599	Argentina	18/03/2020
EPI_ISL_420600	Argentina	07/03/2020
EPI_ISL_420604	France	23/03/2020
EPI_ISL_420605	France	22/03/2020
EPI_ISL_420606	France	22/03/2020
EPI_ISL_420607	France	23/03/2020
EPI_ISL_420608	France	23/03/2020
EPI_ISL_420609	France	23/03/2020
EPI_ISL_420610	France	23/03/2020
EPI_ISL_420611	France	23/03/2020
EPI_ISL_420612	France	23/03/2020
EPI_ISL_420613	France	23/03/2020
EPI_ISL_420614	France	23/03/2020
EPI_ISL_420615	France	23/03/2020
EPI_ISL_420616	France	23/03/2020
EPI_ISL_420617	France	23/03/2020
EPI_ISL_420618	France	23/03/2020
EPI_ISL_420619	France	23/03/2020
EPI_ISL_420620	France	23/03/2020
EPI_ISL_420621	France	24/03/2020
